Frames,RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
254,-792.631,-1403.97,-3819.12,-877.722,-1398.85,-3829.7,-998.232,-1313.54,-3836.69,-809.354,-950.841,-3702.41,-799.826,-485.869,-3602.89,-198.466,-1272.03,-3872.49,-268.709,-1292.39,-3917.55,-406.552,-1254.48,-3955.11,-523.044,-860.037,-3828.22,-735.219,-441.044,-3753.24,-713.168,-542.227,-3511.13,-754.021,-467.298,-3479.56,-886.659,-273.238,-3396.4,-879.94,2.99365,-3378.98,-804.908,66.324,-3516.08,-744.7,-494.321,-3970.32,-719.448,-413.585,-3936.79,-745.794,-176.328,-3864.81,-777.15,77.5851,-3758.99,-772.765,81.9064,-3590.48,-817.613,363.209,-3507.83,-799.233,194.279,-3534.12,-810.648,111.74,-3555.19,-848.449,43.4219,-3585.46,-847.086,-97.7058,-3614.43,-831.75,-192.491,-3629.74,-814.042,-271.085,-3642.46,-824.899,-375.882,-3676.61,-786.648,-434.265,-3677.58,
255,-789.546,-1407.63,-3820.15,-874.051,-1395.92,-3830.17,-987.679,-1301.5,-3834.85,-785.491,-948.211,-3694.99,-782.818,-481.881,-3601.59,-196.392,-1275.32,-3873.78,-267.157,-1294.77,-3918.42,-404.336,-1254.51,-3955.98,-509.748,-858.212,-3825.26,-715.457,-435.985,-3750.41,-700.984,-536.949,-3507.4,-742.771,-462.26,-3476.49,-878.504,-268.286,-3398.27,-870.24,7.89453,-3380.71,-791.188,70.0874,-3516.05,-714.42,-491.981,-3967.47,-691.574,-410.946,-3932.96,-721.251,-173.619,-3862.51,-757.157,80.4178,-3758.45,-757.544,85.1364,-3589.89,-802.811,366.966,-3508.56,-784.435,197.949,-3534.29,-795.784,115.426,-3555.46,-833.642,47.3276,-3586.15,-832.979,-93.9045,-3614.63,-817.527,-188.761,-3629.37,-799.273,-267.298,-3641.66,-807.915,-372.281,-3675.88,-768.73,-430.049,-3675.96,
256,-785.987,-1410.27,-3818.97,-869.164,-1391.65,-3829.61,-974.55,-1288.08,-3833.65,-760.623,-944.972,-3686.11,-766.665,-477.311,-3599.79,-195.038,-1276.77,-3875.04,-266.308,-1295.73,-3919.08,-403,-1253.87,-3956.66,-497.847,-856.005,-3822.63,-696.56,-430.566,-3747.07,-689.067,-530.874,-3504.13,-731.819,-456.513,-3473.75,-870.579,-262.961,-3399.92,-860.72,13.1575,-3382.21,-777.698,74.2656,-3515.66,-682.976,-489.26,-3963.76,-663.517,-407.671,-3928.49,-696.959,-170.38,-3859.63,-737.716,83.66,-3757.38,-742.535,88.7947,-3588.9,-787.909,371.111,-3508.56,-769.722,202.019,-3533.92,-781.081,119.55,-3555.3,-819.059,51.745,-3586.49,-819.258,-89.559,-3614.62,-803.807,-184.497,-3628.82,-785.107,-263,-3640.65,-791.647,-368.163,-3674.78,-751.624,-425.347,-3673.88,
257,-781.471,-1411.88,-3817.02,-862.56,-1386.25,-3829.11,-958.689,-1274.04,-3833.26,-734.967,-942.157,-3674.97,-749.531,-473.175,-3597.26,-194.697,-1278.15,-3875.83,-266.348,-1297.06,-3919.28,-402.707,-1254.4,-3957.17,-488.589,-855.312,-3820.76,-677.7,-425.82,-3743.51,-677.322,-524.567,-3501.13,-721.132,-450.628,-3471.23,-863.268,-258.021,-3401.47,-850.868,17.9937,-3383.74,-764.013,78.1395,-3515.17,-650.279,-486.804,-3959.14,-635.278,-404.44,-3923.49,-672.899,-167.203,-3856.62,-719.014,86.6953,-3756.32,-727.882,92.2623,-3588.02,-774.463,374.907,-3508.63,-755.667,205.822,-3533.59,-766.695,123.326,-3555.04,-804.603,55.5768,-3586.43,-805.117,-85.8174,-3614.1,-789.416,-180.793,-3627.77,-770.166,-259.232,-3639.14,-774.835,-364.592,-3672.96,-734.022,-421.196,-3671.24,
258,-776.535,-1412.86,-3809.21,-854.233,-1379.98,-3825.35,-939.238,-1259.32,-3833.37,-708.211,-939.34,-3661.62,-734.705,-469.152,-3595.18,-195.288,-1278.62,-3875.95,-267.136,-1297.83,-3918.93,-403.198,-1254.86,-3957.53,-481.533,-854.609,-3820,-660.701,-421.339,-3740.19,-666.217,-518.009,-3498.3,-710.933,-444.553,-3468.55,-856.332,-253.036,-3402.62,-841.055,22.8372,-3384.94,-750.322,82.0513,-3514.15,-616.498,-483.999,-3953.26,-606.887,-400.755,-3917.8,-649.115,-163.691,-3853.11,-700.949,89.799,-3754.58,-713.047,95.7816,-3586.49,-760.657,378.784,-3507.97,-741.412,209.699,-3532.59,-752.161,127.205,-3554.19,-790.019,59.5959,-3585.94,-791.05,-81.8521,-3613.32,-775.395,-176.895,-3626.57,-755.935,-255.335,-3637.57,-759.445,-360.759,-3671.33,-718.283,-417.083,-3668.9,
259,-771.039,-1411.94,-3800.51,-844.489,-1372.59,-3821.39,-918.045,-1244.99,-3833.86,-683.099,-936.525,-3647.03,-720.948,-465.494,-3593.26,-196.492,-1278.81,-3876.35,-268.597,-1298.47,-3918.7,-404.527,-1255.46,-3957.71,-476.1,-854.037,-3819.89,-645.166,-417.26,-3737.21,-655.576,-511.531,-3495.06,-701.262,-438.591,-3465.52,-849.919,-248.225,-3403.65,-831.345,27.4491,-3386,-736.492,85.7181,-3512.66,-581.932,-480.865,-3946.08,-578.06,-396.847,-3911.35,-625.35,-160.138,-3848.91,-683.524,92.7723,-3752.45,-698.285,99.0839,-3584.59,-746.776,382.451,-3506.85,-727.111,213.365,-3531.14,-737.617,130.87,-3552.85,-775.494,63.4037,-3584.88,-777.133,-78.0797,-3612.04,-761.667,-173.195,-3624.99,-742.175,-251.659,-3635.76,-745.01,-357.079,-3669.6,-703.708,-413.278,-3666.69,
260,-765.19,-1409.37,-3789.44,-833.429,-1364.53,-3816.1,-895.116,-1231.45,-3834.41,-659.5,-933.489,-3632.03,-708.856,-462.218,-3591.27,-198.512,-1279.4,-3875.37,-270.53,-1299.39,-3917.71,-406.006,-1256.23,-3958.12,-472.792,-853.808,-3820.81,-630.967,-413.76,-3734.02,-645.463,-505.49,-3491.2,-692.11,-432.909,-3462.28,-843.524,-243.54,-3404.15,-822.018,31.9425,-3386.85,-722.902,89.1705,-3510.69,-546.428,-477.5,-3937.39,-548.964,-392.724,-3904.43,-601.451,-156.504,-3844.33,-666.214,95.4963,-3749.7,-683.63,102.144,-3582.11,-732.912,385.952,-3505.4,-712.927,216.835,-3529.2,-723.215,134.338,-3551.01,-761.095,67.0454,-3583.4,-763.436,-74.4608,-3610.39,-748.338,-169.672,-3623.07,-729.028,-248.209,-3633.62,-731.647,-353.568,-3667.67,-690.49,-409.849,-3664.32,
261,-756.208,-1405.2,-3776.64,-818.809,-1356.3,-3809.33,-869.371,-1219.57,-3833.78,-636.9,-930.036,-3616.11,-697.194,-459.016,-3589.68,-199.075,-1279.15,-3874.13,-271.039,-1299.5,-3916.39,-406.258,-1256.36,-3957.67,-469.83,-853.329,-3820.64,-616.831,-410.017,-3730.86,-635.76,-499.965,-3486.75,-683.334,-427.705,-3458.55,-837.311,-239.284,-3404.19,-813.657,36.0458,-3387.26,-710.805,92.547,-3508.36,-510.831,-473.195,-3927.84,-519.279,-388.091,-3896.76,-577.11,-152.606,-3838.71,-648.524,98.3734,-3746.18,-670.255,105.265,-3579.11,-721.181,389.385,-3503.55,-700.449,220.282,-3526.81,-710.266,137.765,-3548.76,-747.875,70.5834,-3581.69,-750.52,-70.9248,-3608.65,-735.588,-166.189,-3621.11,-716.317,-244.758,-3631.51,-718.549,-349.993,-3665.97,-677.524,-406.342,-3662.17,
262,-744.336,-1399.99,-3763.65,-801.236,-1348.44,-3802.16,-841.858,-1209.6,-3832.52,-615.798,-926.428,-3600.21,-686.96,-456.347,-3587.78,-199.049,-1278.79,-3873.16,-270.96,-1299.36,-3915.4,-405.955,-1256.22,-3957.39,-467.468,-852.624,-3821.06,-604.794,-406.942,-3727.77,-626.293,-494.864,-3481.37,-674.981,-422.854,-3454.46,-831.206,-235.226,-3403.9,-805.485,39.9446,-3387.42,-699.098,95.5104,-3505.86,-474.857,-468.738,-3917.54,-488.675,-383.516,-3888.8,-552.168,-149.107,-3832.33,-630.581,100.734,-3742.42,-657.62,107.875,-3576.13,-709.526,392.441,-3501.89,-688.334,223.301,-3524.45,-697.867,140.746,-3546.38,-735.42,73.677,-3579.61,-738.629,-67.8491,-3606.4,-724.029,-163.189,-3618.69,-704.942,-241.816,-3628.98,-707.113,-346.927,-3663.82,-666.289,-403.405,-3659.79,
263,-730.16,-1394.23,-3748.44,-780.954,-1341.3,-3793.13,-812.057,-1201.62,-3830.16,-595.955,-922.043,-3584.42,-679.003,-453.758,-3586.88,-198.466,-1278.17,-3872.69,-270.561,-1298.88,-3914.55,-405.625,-1255.68,-3956.27,-465.065,-851.575,-3820.55,-594.96,-404.011,-3725.64,-616.973,-490.313,-3475.38,-666.949,-418.56,-3450.2,-825.191,-231.659,-3403.36,-797.977,43.385,-3387.16,-688.153,98.2186,-3502.78,-438.506,-463.237,-3906.7,-457.383,-378.255,-3880.21,-526.668,-145.255,-3824.74,-611.885,103.324,-3737.57,-645.759,110.402,-3572.53,-698.437,395.251,-3498.78,-676.904,226.126,-3521.12,-686.213,143.602,-3543.27,-723.758,76.7765,-3576.99,-727.677,-64.6769,-3604.07,-713.602,-160.083,-3616.46,-694.929,-238.793,-3626.87,-697.519,-343.672,-3662.38,-657.161,-400.48,-3658.3,
264,-714.408,-1388.38,-3732.45,-758.898,-1335.25,-3783.2,-781.034,-1195.82,-3827.02,-577.88,-916.902,-3569.75,-674.195,-451.481,-3587.1,-199.188,-1278.67,-3873.07,-271.638,-1298.88,-3914.56,-406.676,-1254.73,-3955.36,-462.159,-850.475,-3818.4,-587.794,-401.521,-3724.32,-607.986,-486.265,-3469.14,-659.246,-414.75,-3445.94,-819.25,-228.485,-3402.69,-790.795,46.4305,-3386.44,-677.559,100.297,-3499.18,-401.764,-457.15,-3895.64,-425.169,-372.742,-3871,-500.287,-141.339,-3816.44,-592.56,105.527,-3731.61,-634.131,112.292,-3568.33,-686.203,397.454,-3494.16,-665.155,228.312,-3516.85,-674.635,145.941,-3539.48,-712.479,79.6672,-3573.95,-717.811,-61.5906,-3601.8,-704.742,-157.088,-3614.58,-686.882,-235.943,-3625.32,-690.368,-340.469,-3661.77,-650.786,-397.824,-3657.73,
265,-695.444,-1383.06,-3715.35,-733.747,-1330.79,-3771.74,-747.914,-1192.52,-3822.01,-560.699,-910.848,-3555.8,-671.666,-449.468,-3587.57,-200.084,-1280.09,-3873.43,-272.959,-1299.4,-3914.6,-407.821,-1253.73,-3954.31,-457.719,-849.229,-3815.96,-581.909,-399.705,-3722.69,-599.873,-482.867,-3463.16,-651.922,-411.289,-3442,-813.367,-225.555,-3401.94,-784.531,49.317,-3385.63,-667.645,102.021,-3495.15,-364.48,-450.436,-3884.07,-392.608,-366.945,-3861.31,-473.671,-137.325,-3807.73,-573.407,107.171,-3724.5,-622.724,113.764,-3563.38,-674.107,399.284,-3488.82,-653.727,230.116,-3511.91,-663.386,147.943,-3535.18,-701.421,82.3345,-3570.69,-708.292,-58.6691,-3599.48,-696.46,-154.27,-3612.68,-679.672,-233.318,-3623.72,-684.43,-337.393,-3661.31,-646.002,-395.522,-3657.19,
266,-672.553,-1379.11,-3697.05,-705.108,-1328.59,-3758.42,-712.793,-1192.09,-3814.61,-544.216,-904.136,-3542.73,-668.987,-447.414,-3587.8,-200.281,-1281.42,-3873.84,-273.604,-1299.65,-3914.71,-408.331,-1252.34,-3952.91,-452.043,-848.07,-3811.8,-575.744,-397.974,-3720.66,-592.625,-479.974,-3457.86,-645.013,-408.153,-3438.43,-807.604,-222.93,-3400.7,-778.834,51.9727,-3384.8,-658.594,103.625,-3491.15,-327.331,-443.064,-3872.06,-360.127,-360.784,-3851.21,-447.34,-133.229,-3798.49,-554.768,108.51,-3716.8,-612.1,115.133,-3558.36,-663.238,400.911,-3483.31,-643.291,231.761,-3506.9,-652.982,149.793,-3530.87,-691.039,84.8065,-3567.48,-699.186,-55.9326,-3597.22,-688.432,-151.608,-3610.79,-672.591,-230.818,-3622.08,-678.368,-334.459,-3660.7,-641.033,-393.282,-3656.39,
267,-645.627,-1376.87,-3678.48,-673.361,-1328.64,-3743.93,-676.794,-1194.11,-3805.08,-529.018,-897.25,-3530.68,-665.728,-445.224,-3587.05,-200.763,-1282.95,-3874.42,-274.485,-1299.97,-3915.08,-408.977,-1250.83,-3951.78,-445.577,-847.049,-3807.29,-568.892,-396.555,-3717.6,-586.028,-477.373,-3453.31,-638.55,-405.393,-3434.86,-802.246,-220.708,-3399.34,-773.22,54.1874,-3383.77,-649.894,104.907,-3486.98,-290.466,-434.884,-3859.21,-328.271,-354.265,-3840.47,-421.857,-129.032,-3788.71,-537.109,109.636,-3708.67,-601.783,116.237,-3553.08,-652.527,402.086,-3476.87,-633.117,233.008,-3501.4,-642.86,151.316,-3526.28,-680.9,87.0409,-3564.15,-690.27,-53.3732,-3595.03,-680.498,-149.103,-3608.97,-665.499,-228.464,-3620.34,-671.884,-331.828,-3659.61,-635.501,-391.203,-3654.75,
268,-615.905,-1376.39,-3658.98,-639.577,-1330.77,-3727.81,-640.593,-1198.24,-3793.26,-515.013,-890.906,-3519.34,-661.499,-443.355,-3585.93,-201.782,-1284.73,-3874.22,-275.678,-1300.35,-3915.14,-409.635,-1249.14,-3950.94,-438.673,-846.24,-3802.34,-561.25,-395.259,-3714.1,-579.764,-475.139,-3448.75,-632.521,-403.035,-3431.5,-797.004,-218.682,-3397.94,-767.495,56.1722,-3382.55,-641.075,105.88,-3482.46,-253.982,-426.007,-3844.73,-297.171,-347.431,-3829.22,-397.475,-124.848,-3778.6,-520.89,110.344,-3700.46,-591.404,116.997,-3547.43,-641.705,402.873,-3470.01,-622.86,233.878,-3495.55,-632.651,152.47,-3521.32,-670.623,88.8745,-3560.38,-681.083,-51.2203,-3592.35,-672.186,-146.985,-3606.63,-657.914,-226.464,-3618.11,-664.691,-329.55,-3658.04,-629.147,-389.388,-3652.69,
269,-582.603,-1377.58,-3638,-603.15,-1334.8,-3709.6,-603.944,-1204.26,-3778.94,-501.915,-885.442,-3508.39,-655.623,-441.716,-3583.72,-202.225,-1286.01,-3874.17,-276.244,-1300.53,-3915.27,-409.838,-1247.73,-3950.11,-431.874,-845.889,-3797.5,-551.812,-394.202,-3709.24,-573.834,-473.121,-3444.55,-626.734,-400.955,-3428.01,-792.082,-217.049,-3396.29,-761.752,57.7246,-3381.08,-632.473,106.635,-3477.67,-218.534,-416.303,-3828.99,-266.902,-340.14,-3817.17,-374.425,-120.578,-3768.2,-505.931,110.881,-3692.14,-581.137,117.555,-3541.36,-631.387,403.369,-3462.92,-612.938,234.477,-3489.4,-622.635,153.345,-3516.06,-660.315,90.3549,-3556.37,-671.491,-49.4509,-3589.35,-663.2,-145.237,-3603.84,-649.41,-224.808,-3615.27,-656.062,-327.738,-3655.62,-621.166,-387.885,-3649.53,
270,-548.302,-1379.76,-3614.57,-565.993,-1340.17,-3688.72,-567.541,-1211.93,-3762.22,-489.618,-881.021,-3498.25,-648.787,-440.491,-3580.68,-202.599,-1287.38,-3873.61,-276.528,-1300.91,-3915.2,-409.651,-1246.72,-3949.7,-425.374,-846.019,-3793.35,-540.888,-393.605,-3702.95,-568.055,-471.584,-3440.59,-621.047,-399.434,-3424.27,-787.05,-215.793,-3394.5,-756.164,58.9186,-3379.28,-624.038,107.106,-3472.32,-184.59,-405.859,-3811.95,-237.862,-332.444,-3804.71,-352.665,-116.218,-3757.46,-492.209,111.18,-3683.5,-570.742,117.792,-3534.42,-621.336,403.569,-3455.53,-603.182,234.752,-3482.69,-612.627,153.873,-3510.2,-649.697,91.4176,-3551.88,-661.225,-48.1377,-3585.78,-653.37,-143.946,-3600.37,-639.939,-223.603,-3611.63,-646.182,-326.407,-3652.37,-611.952,-386.834,-3645.33,
271,-510.531,-1382.35,-3589.64,-526.843,-1346.14,-3665.8,-531.991,-1220.42,-3743.39,-478.028,-877.787,-3488.55,-640.54,-439.586,-3576.66,-202.455,-1288.48,-3872.3,-276.044,-1301.22,-3914.74,-408.641,-1245.96,-3949.57,-419.52,-846.48,-3789.71,-528.869,-393.267,-3695.72,-562.307,-470.521,-3436.53,-615.404,-398.437,-3420.26,-782.152,-215.153,-3392.53,-750.341,59.4257,-3376.81,-615.74,107.305,-3466.4,-152.322,-394.481,-3794.7,-210.517,-324.608,-3791.37,-332.272,-111.775,-3746.15,-479.334,111.591,-3674.51,-560.617,117.902,-3526.9,-612.048,403.509,-3447.66,-593.911,234.788,-3475.43,-602.947,154.133,-3503.72,-639.202,92.1003,-3546.73,-650.62,-47.2411,-3581.54,-642.92,-143.051,-3596.2,-629.645,-222.764,-3607.24,-635.234,-325.511,-3648.21,-601.548,-386.121,-3640.2,
272,-471.295,-1384.57,-3563.07,-487.405,-1352.09,-3640.94,-498.304,-1229.55,-3722.89,-467.312,-875.751,-3479.75,-631.685,-439.117,-3572.08,-201.945,-1289.12,-3870.69,-274.942,-1301.35,-3914.29,-407.032,-1245.51,-3950.12,-415.174,-847.087,-3787.49,-516.39,-393.202,-3687.8,-556.408,-470.062,-3432.04,-609.84,-398.204,-3415.87,-777.065,-215.019,-3390.45,-744.181,59.3501,-3373.35,-607.443,107.132,-3459.69,-122.052,-382.611,-3777,-184.874,-316.784,-3777.18,-313.282,-107.41,-3734.27,-467.467,111.914,-3665.16,-550.55,117.693,-3518.54,-602.836,403.14,-3439.28,-584.737,234.481,-3467.44,-593.341,154.023,-3496.41,-628.656,92.3628,-3540.72,-639.748,-46.7811,-3576.42,-632.094,-142.579,-3591.18,-618.901,-222.331,-3602.04,-623.769,-324.993,-3643.32,-590.615,-385.77,-3634.4,
273,-433.21,-1385.65,-3533.64,-449.054,-1357.46,-3613.22,-465.758,-1239.17,-3700.28,-457.154,-874.53,-3471.77,-621.743,-438.621,-3567.1,-200.662,-1289.19,-3868.05,-272.984,-1300.89,-3912.89,-404.533,-1244.52,-3949.85,-410.534,-847.152,-3784.57,-503.401,-392.656,-3679.68,-550.488,-470.472,-3427.09,-604.173,-398.779,-3411.02,-771.632,-215.495,-3387.97,-738.174,58.6763,-3368.92,-599.786,106.897,-3452.34,-94.5779,-370.82,-3759.14,-161.064,-308.754,-3761.86,-295.659,-102.776,-3721.56,-456.37,112.676,-3655.19,-541.373,117.667,-3509.64,-594.886,402.761,-3430.17,-576.577,234.199,-3458.77,-584.648,153.928,-3488.41,-618.919,92.5884,-3533.97,-629.306,-46.3475,-3570.67,-621.4,-142.094,-3585.63,-608.036,-221.829,-3596.41,-611.87,-324.422,-3637.97,-579.005,-385.233,-3628.25,
274,-396.7,-1385.63,-3502.62,-412.451,-1362.11,-3583.72,-435.14,-1249.07,-3676.22,-447.614,-874.54,-3464.49,-611.588,-438.77,-3561.5,-199.188,-1289.54,-3865.9,-270.95,-1300.83,-3911.75,-402.115,-1244.07,-3949.48,-406.047,-847.378,-3782.53,-490.458,-392.796,-3671.07,-544.277,-471.578,-3421.75,-598.366,-400.222,-3405.55,-765.873,-216.658,-3385.22,-732.099,57.3099,-3363.94,-592.191,106.106,-3444.44,-69.2053,-359.149,-3740.84,-139.193,-301.203,-3745.74,-279.548,-98.5372,-3708.4,-446.298,113.238,-3645.17,-532.4,117.176,-3500.24,-587.503,401.945,-3421.02,-568.767,233.451,-3449.74,-576.202,153.304,-3479.88,-609.316,92.1863,-3526.58,-618.734,-46.5737,-3564.2,-610.464,-142.26,-3579.35,-596.896,-221.97,-3590.05,-599.816,-324.468,-3631.91,-567.287,-385.345,-3621.49,
275,-362.811,-1384.09,-3470.17,-378.139,-1365.69,-3552.66,-406.1,-1258.97,-3651.04,-438.912,-875.308,-3458.73,-601.87,-439.063,-3555.31,-197.821,-1289.62,-3863.71,-268.881,-1300.34,-3910.77,-399.556,-1243.09,-3949.44,-402.143,-847.408,-3780.09,-478.376,-393.008,-3662.17,-538.066,-473.23,-3415.94,-592.366,-402.072,-3399.57,-759.675,-218.034,-3382.12,-726.075,55.7469,-3358.3,-584.714,105.038,-3435.9,-46.3787,-348.543,-3722.79,-119.235,-294.405,-3729.19,-264.706,-94.8373,-3694.88,-436.819,113.544,-3634.82,-523.741,116.393,-3490.35,-579.874,400.91,-3411.35,-560.991,232.444,-3440.15,-567.959,152.42,-3470.72,-600.087,91.5913,-3518.47,-608.751,-46.9495,-3557.06,-600.196,-142.569,-3572.47,-586.456,-222.252,-3583.16,-588.509,-324.665,-3625.28,-556.252,-385.579,-3614.26,
276,-332.777,-1381.28,-3436.76,-346.815,-1368.18,-3520.49,-378.302,-1268.52,-3625.01,-430.778,-876.895,-3454.33,-592.434,-439.773,-3549.12,-197.407,-1290.38,-3862.05,-267.979,-1300.42,-3909.98,-398.188,-1242.38,-3949.04,-398.024,-847.453,-3777.9,-466.705,-393.632,-3653.3,-531.51,-475.265,-3409.79,-586.138,-404.411,-3393.18,-753.456,-220.121,-3378.74,-720.255,53.4569,-3352.18,-577.397,103.297,-3426.63,-26.2974,-339.255,-3705.87,-101.494,-288.444,-3712.48,-251.465,-91.7385,-3681.14,-428.115,113.66,-3624.06,-515.33,115.064,-3479.74,-572.71,399.235,-3400.72,-553.529,230.831,-3429.68,-559.97,150.95,-3460.74,-591.082,90.4717,-3509.6,-598.932,-47.775,-3549.4,-590.076,-143.3,-3565.22,-576.187,-222.943,-3576.02,-577.471,-325.216,-3618.51,-545.537,-386.207,-3606.98,
277,-307.579,-1377.32,-3402.47,-319.02,-1369.45,-3487.24,-351.408,-1277.13,-3598.03,-422.796,-878.95,-3451.02,-583.743,-440.819,-3542.29,-197.142,-1290.79,-3860.83,-267.259,-1300.22,-3909.54,-397.161,-1241.59,-3948.75,-395.09,-847.612,-3775.45,-455.729,-394.681,-3643.65,-524.965,-477.4,-3403.26,-579.779,-406.732,-3386.48,-747.148,-222.289,-3374.84,-714.69,51.111,-3345.66,-570.345,101.299,-3416.94,-8.90015,-331.811,-3690.08,-85.9547,-283.851,-3696.59,-239.577,-89.6115,-3667.64,-419.892,113.233,-3612.94,-507.146,113.322,-3468.64,-565.517,397.384,-3390.18,-546.193,228.965,-3418.96,-552.159,149.181,-3450.36,-582.284,89.0576,-3500.26,-589.496,-48.9036,-3541.16,-580.452,-144.353,-3557.33,-566.489,-223.974,-3568.19,-567.059,-326.109,-3611.03,-535.51,-387.203,-3598.99,
278,-287.658,-1372.67,-3367.96,-295.088,-1369.72,-3453.48,-325.516,-1284.61,-3570.44,-415.178,-881.562,-3448.91,-575.239,-442.138,-3535.4,-197.586,-1291.25,-3860.45,-267.503,-1299.96,-3909.58,-397.19,-1240.5,-3948.25,-392.023,-847.689,-3772.39,-445.647,-395.665,-3634.58,-518.243,-479.789,-3396.15,-573.279,-409.318,-3379.27,-740.953,-224.986,-3370.69,-709.27,48.1676,-3338.51,-563.533,98.6902,-3406.65,5.80432,-326.521,-3675.44,-72.5195,-280.651,-3681.86,-228.834,-88.3408,-3654.48,-411.807,112.515,-3601.28,-499.561,111.106,-3457.29,-558.652,394.888,-3378.53,-539.215,226.518,-3407.52,-544.833,146.884,-3439.37,-574.25,87.2288,-3490.24,-581.013,-50.3418,-3532.51,-571.776,-145.677,-3549.24,-557.682,-225.24,-3560.35,-557.511,-327.228,-3603.53,-526.132,-388.343,-3591.17,
279,-271.211,-1366.69,-3333.08,-273.992,-1368.43,-3418.91,-300.71,-1290.37,-3541.56,-407.09,-884.139,-3447.16,-566.848,-443.542,-3528.07,-197.974,-1291.15,-3860.31,-267.954,-1299.36,-3909.44,-397.699,-1239.31,-3946.98,-389.202,-847.52,-3768.97,-436.003,-396.551,-3625.34,-511.549,-482.583,-3388.54,-566.769,-412.27,-3371.6,-734.806,-228.157,-3365.87,-704.442,44.7736,-3330.67,-557.534,95.9358,-3395.75,17.9723,-322.593,-3661.13,-61.3421,-278.518,-3667.95,-219.457,-87.5789,-3641.33,-404.185,111.843,-3588.81,-492.945,108.905,-3445.46,-553.41,392.275,-3366.33,-533.424,224.007,-3395.53,-538.529,144.507,-3427.79,-567.186,85.266,-3479.58,-573.254,-51.8998,-3523.24,-563.658,-147.089,-3540.58,-549.318,-226.565,-3552,-548.378,-328.382,-3595.58,-517.076,-389.491,-3583,
280,-258.036,-1360.42,-3298.88,-255.718,-1366.36,-3384.54,-277.248,-1294.84,-3512.1,-398.494,-887.277,-3445.44,-558.766,-445.782,-3520.2,-198.479,-1291.64,-3861.29,-268.771,-1299.23,-3910.08,-398.647,-1238.4,-3945.88,-385.755,-848.071,-3764.97,-427.152,-398.252,-3616.16,-504.812,-485.916,-3380.27,-560.305,-415.826,-3363.31,-728.749,-232.018,-3360.36,-699.685,40.6775,-3322.36,-551.762,92.4332,-3384.61,28.5493,-320.178,-3646.74,-51.5995,-277.749,-3654.21,-211.041,-87.8022,-3628.41,-397.11,110.503,-3576.39,-486.796,106.002,-3433.66,-548.798,388.955,-3354.21,-528.087,220.795,-3383.52,-532.673,141.388,-3416.09,-560.69,82.4807,-3468.6,-566.043,-54.3083,-3513.53,-556.053,-149.347,-3531.46,-541.448,-228.727,-3543.21,-539.902,-330.371,-3587.17,-508.607,-391.468,-3574.51,
281,-246.797,-1353.23,-3266.05,-239.897,-1363.11,-3351.1,-256.246,-1297.83,-3482.71,-389.47,-890.425,-3443.64,-551.194,-448.451,-3512.18,-198.995,-1292.15,-3862.77,-269.654,-1299.01,-3911.13,-399.597,-1237.26,-3945.06,-381.886,-848.905,-3760.34,-418.931,-400.26,-3606.91,-498.279,-489.979,-3371.43,-553.797,-419.956,-3354.27,-722.466,-236.332,-3353.72,-695.116,36.207,-3313.39,-546.314,88.5659,-3372.99,37.6484,-318.934,-3631.41,-43.1544,-278.011,-3640.13,-203.447,-88.6499,-3615.32,-390.606,108.719,-3563.65,-481.018,102.708,-3421.44,-544.536,385.283,-3341.76,-523.095,217.223,-3371.13,-527.176,137.897,-3403.96,-554.589,79.2976,-3457.13,-559.258,-57.1219,-3503.24,-548.897,-152.003,-3521.78,-534.045,-231.278,-3533.92,-531.989,-332.677,-3578.43,-500.705,-393.796,-3565.84,
282,-240.773,-1347.44,-3235.32,-228.323,-1360.29,-3319.33,-237.232,-1299.8,-3453.91,-379.983,-893.969,-3440.71,-542.921,-451.584,-3503.48,-198.886,-1292.59,-3864.3,-270.077,-1298.75,-3911.97,-400.105,-1236.03,-3943.72,-376.792,-849.702,-3755.41,-410.45,-402.382,-3597.4,-491.722,-494.907,-3361.86,-547.161,-424.877,-3344.47,-715.972,-241.39,-3345.98,-690.739,31.0525,-3303.66,-541.42,84.3882,-3361.05,45.6462,-318.76,-3614.9,-35.6583,-279.224,-3625.22,-196.409,-90.0938,-3601.64,-384.265,106.726,-3550.41,-475.988,99.2646,-3409.1,-541.796,381.302,-3329.25,-519.106,213.405,-3358.61,-522.493,134.121,-3391.62,-549.255,75.682,-3445.3,-552.907,-60.4243,-3492.41,-541.925,-155.125,-3511.52,-526.616,-234.253,-3524.04,-523.907,-335.406,-3569.07,-492.426,-396.457,-3556.65,
