Seconds,Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],
1.83333,284.627,1416.73,475.955,230.07,1278.99,500.435,210.746,1179.58,504.185,199.703,1095.49,498.456,151.979,990.478,493.852,347.014,1472.29,450.678,374.021,1556.5,436.429,376.723,1735.28,424.252,371.552,1425.81,490.799,344.057,1420.31,626.673,333.056,1169.28,753.801,388.806,942.28,848.715,447.779,877.071,876.038,343.181,1422.63,409.657,273.629,1392.86,293.363,206.873,1142.64,182.748,220.776,920.13,64.6787,229.58,858.239,2.91273,205.208,870.742,546.761,464.049,457.735,641.528,237.572,79.2419,692.188,363.582,24.8983,725.642,443.715,27.4291,743.249,157.99,908.814,378.681,324.771,493.845,163.008,190.415,78.3346,82.9148,290.441,25.9703,1.96027,357.834,29.2943,48.7011,
1.85,283.348,1421.9,467.263,230.745,1283.32,491.312,212.518,1183.7,494.928,202.249,1099.5,489.277,155.194,994.166,485.306,344.996,1478.27,441.981,371.564,1562.63,427.764,373.777,1741.42,415.73,370.208,1432.07,481.769,341.594,1426.04,617.39,329.252,1181.77,756.971,387.048,961.428,865.377,446.074,899.155,898.761,341.521,1428.9,400.738,270.418,1399.3,285.342,199.511,1155.02,164.503,208.232,940.565,31.9252,213.995,885.125,41.3541,209.611,874.998,538.291,461.066,458.205,636.298,236.899,79.1591,692.762,363.345,25.1743,725.133,443.646,27.7988,741.943,160.863,912.072,370.424,319.842,495.448,152.067,192.862,79.0036,65.0881,290.315,25.7201,22.1749,356.758,28.2471,70.3061,
1.86667,282.178,1427.44,457.531,231.345,1288.13,481.163,214.017,1188.35,484.682,204.331,1104.08,479.154,157.61,998.569,475.844,343.176,1484.52,432.249,369.507,1568.94,417.96,371.705,1747.73,405.798,368.967,1438.6,471.738,339.161,1432.13,607.08,325.877,1195.19,758.696,386.719,982.671,880.26,445.36,923.71,919.775,339.995,1435.44,390.808,267.523,1406,276.226,192.394,1168.43,145.007,196.474,963.517,2.09624,199.67,914.956,80.2513,212.714,879.84,529.101,456.513,459.413,630.848,235.991,79.0566,692.608,362.883,25.5915,724.084,443.311,28.4265,740.239,162.847,915.913,361.346,314.16,497.369,141.226,194.617,80.0073,48.3047,289.427,25.4002,41.0275,354.868,26.9126,90.5523,
1.88333,280.314,1433.95,446.891,231.278,1293.92,470.042,214.936,1193.97,473.478,205.952,1109.61,468.076,159.76,1003.85,465.234,340.75,1491.71,421.813,366.974,1576.14,407.374,369.42,1754.89,394.651,366.942,1446.19,461.195,336.503,1439.03,596.362,323.416,1209.56,759.082,387.501,1005.7,893.159,445.552,950.893,939.014,338.066,1442.91,380.235,265.16,1413.2,266.001,185.986,1183.04,124.35,185.799,988.986,36.8484,186.728,947.004,118.783,215.52,885.661,518.998,450.633,461.337,624.915,235.552,78.8347,692.348,362.981,26.4536,723.479,443.468,29.8205,739.229,165.225,920.654,351.141,308.97,499.824,130.312,196.421,81.6992,32.23,288.378,25.7177,59.2094,352.656,26.2366,110.254,
1.9,278.124,1440.52,435.149,230.928,1299.75,457.643,215.572,1199.64,461.023,207.282,1115.2,455.827,161.458,1009.27,453.452,338.08,1498.98,410.555,364.347,1583.38,395.999,367.356,1762.06,382.49,364.485,1453.93,449.999,333.538,1445.95,585.004,321.4,1224.11,758.044,389.318,1030.07,904.263,446.291,980.293,956.728,336.136,1450.47,368.86,263.346,1420.34,254.66,180.197,1198.25,102.799,176.325,1016.37,71.9823,175.668,980.783,156.894,217.406,891.639,508.242,443.34,463.511,618.72,235.079,78.2903,691.848,363.134,27.5171,723.076,443.616,31.7462,738.642,167.533,925.267,339.981,304.482,502.047,119.401,197.518,83.4405,17.2122,286.563,26.0503,76.2132,349.615,25.5529,128.767,
1.91667,275.524,1447.1,422.721,230.241,1305.62,444.682,215.895,1205.36,448.01,208.311,1120.84,442.976,162.958,1014.71,441.021,334.975,1506.21,398.448,361.474,1590.49,383.643,365.6,1769.08,369.185,361.635,1461.69,437.912,330.594,1452.85,572.842,319.865,1238.65,755.341,391.706,1055.64,913.43,447.258,1012.09,972.535,333.623,1458.05,356.664,261.389,1427.28,242.282,174.729,1213.45,80.8152,168.546,1045.42,107.254,166.3,1015.62,194.338,219.325,897.614,496.535,435.763,466.089,612.656,234.593,78.1627,691.137,363.324,29.1223,722.353,443.792,34.3253,737.693,169.505,930.089,328.032,300.636,504.381,108.711,197.929,85.429,3.61205,284.581,26.7674,91.263,346.631,25.368,144.979,
1.93333,272.669,1453.3,409.149,229.288,1311.12,430.474,215.926,1210.73,433.885,209.038,1126.13,429.199,163.934,1019.88,427.591,331.786,1513.03,385.615,358.784,1597.12,370.585,364.563,1775.54,354.736,358.344,1469.2,425.447,327.208,1459.46,560.294,318.38,1252.77,751.357,394.35,1082.02,920.813,448.262,1045.63,985.976,331.433,1465.17,343.846,259.695,1433.75,229.327,169.906,1228.61,58.5787,162.261,1075.91,142.091,158.734,1051.2,230.712,219.85,903.409,484.834,425.488,467.606,604.541,234.01,76.6513,691.752,363.864,30.427,722.61,444.342,37.1839,737.281,171.894,934.223,315.481,297.167,505.711,98.207,196.986,86.6308,8.8015,282.121,27.0731,104.489,343.59,25.0596,158.849,
1.95,269.27,1458.26,395.094,228.072,1315.34,415.704,215.851,1214.79,419.087,209.778,1130.12,414.658,165.186,1023.65,413.458,327.926,1518.68,372.16,355.544,1602.53,356.911,363.442,1780.75,339.875,354.526,1475.54,412.17,323.681,1464.75,547.004,316.816,1265.8,746.19,397.14,1108.82,926.6,449.101,1080.45,997.112,328.389,1471.27,330.33,257.255,1439.24,215.606,165.086,1242.71,36.2082,157.45,1106.86,176.233,152.879,1088.16,266.267,221.253,907.884,471.975,414.466,467.968,597.196,233.489,73.6483,691.399,364.385,30.8998,722.859,444.688,39.6116,737.46,174.218,937.139,302.087,296.468,506.451,87.412,194.834,87.4576,18.5632,278.408,27.2417,115.209,339.208,24.7561,170.298,
1.96667,265.373,1462.62,380.513,226.465,1318.93,400.249,215.471,1218.25,403.557,210.32,1133.5,399.408,166.467,1026.72,398.681,323.586,1523.73,358.266,352.062,1607.25,342.839,362.72,1785.22,324.666,350.162,1481.3,398.413,320.122,1469.19,533.316,315.295,1277.56,739.61,400.066,1135.94,930.398,449.451,1116.92,1005.74,324.833,1476.89,316.328,254.186,1444.32,201.453,160.596,1255.91,14.2507,154.134,1138.61,209.008,148.622,1126.2,300.07,222.927,911.871,458.613,402.95,468.025,589.486,233.496,70.4833,691.276,365.618,31.4542,722.447,445.771,42.2624,736.46,176.807,939.262,288.164,296.196,506.183,76.7148,191.51,87.3305,26.8148,274.613,27.3618,124.019,335.131,25.0051,179.423,
1.98333,260.95,1465.91,365.413,224.671,1321.42,384.212,215.121,1220.58,387.437,211.075,1135.76,383.539,168.149,1028.6,383.024,318.676,1527.79,344.054,348.094,1610.95,328.439,361.758,1788.57,308.855,345.103,1486.23,384.496,316.275,1472.69,519.528,313.741,1287.85,731.966,403.149,1163.34,932.337,449.335,1154.21,1011.46,320.958,1481.57,302.068,250.945,1448.33,186.997,156.678,1267.53,7.24121,152.266,1170.55,240.089,145.943,1165.48,331.801,224.882,914.728,444.537,391.543,467.653,581.943,234.328,67.1512,691.474,367.502,32.4195,723.247,447.322,45.6285,737.099,180.468,940.333,273.359,297.471,504.782,65.6905,186.531,86.5213,33.6366,270.811,26.9418,130.064,331.921,24.8365,184.825,
2,256.249,1468.08,350.132,222.95,1322.74,367.952,215.037,1221.76,371.028,212.237,1136.88,367.296,170.429,1029.28,366.855,313.364,1530.82,329.66,343.734,1613.59,313.813,360.54,1790.76,292.709,339.679,1490.18,370.368,312.698,1475.06,505.613,312.514,1296.42,723.308,406.161,1190.84,932.416,448.941,1192.24,1013.93,316.701,1485.3,287.62,247.039,1451.36,172.542,153.313,1277.57,28.2438,151.886,1202.35,269.043,145.228,1205.43,360.818,227.613,916.391,429.746,380.534,466.728,574.482,236.274,63.636,692.044,370.517,33.1425,723.67,450.009,48.6968,736.962,184.859,940.432,257.92,299.944,502.481,54.2682,180.775,85.0037,38.613,267.195,26.3828,133.724,329.207,24.9347,187.484,
2.01667,251.65,1468.98,334.966,221.447,1322.85,351.821,215.196,1221.75,354.645,213.636,1136.84,350.922,172.984,1028.8,350.389,308.08,1532.57,315.237,339.441,1614.91,299.038,359.569,1791.53,276.271,334.367,1492.85,356.103,309.535,1476.15,491.573,311.822,1303.14,713.76,409.139,1218.31,930.502,448.276,1230.2,1012.98,312.294,1487.84,273.117,242.834,1453.23,158.115,150.236,1285.75,48.4734,153.199,1234.01,295.371,146.741,1245.49,386.493,230.802,916.717,414.146,370.087,465.353,567.11,239.028,60.2693,692.993,374.087,34.1333,725.04,453.121,52.0682,738.059,189.25,939.734,241.886,303.412,499.387,42.9374,174.296,83.1628,41.9242,263.774,25.932,135.034,327.009,25.4761,187.367,
2.03333,247.013,1468.75,320.239,219.901,1321.88,335.866,215.392,1220.67,338.232,215.201,1135.75,334.405,176.161,1027.12,333.921,302.703,1533.18,301.131,335.037,1615.06,284.58,358.516,1791.08,260.395,329.123,1494.22,341.861,306.829,1475.71,477.537,311.787,1308.13,703.798,412.001,1245.48,926.68,447.785,1267.28,1008.66,307.452,1489.38,258.758,238.256,1454.32,143.735,147.26,1292.52,68.0266,155.965,1265.03,318.65,150.872,1285.13,408.352,235.51,916.11,398.146,360.685,463.64,559.791,242.861,57.1869,694.062,378.564,35.1465,726.468,457.11,55.2919,739.208,194.01,937.984,225.725,307.825,495.468,31.4491,167.68,80.9875,43.9201,260.381,25.6665,135.009,324.719,26.5425,185.974,
2.05,242.436,1467.31,305.91,218.391,1319.8,320.511,215.683,1218.52,322.421,216.948,1133.61,318.378,179.817,1024.31,317.711,297.358,1532.52,287.248,330.524,1613.95,270.115,356.994,1789.28,244.065,323.955,1494.36,327.856,304.566,1474.24,463.751,312.223,1311.94,693.757,414.682,1272.02,920.809,447.491,1302.59,1001.22,302.537,1489.62,244.683,233.542,1453.98,129.714,143.97,1297.95,86.9261,159.964,1295.22,338.681,157.415,1323.79,426.167,241.061,914.362,381.971,353.408,461.575,551.933,247.114,54.9796,695.103,383.123,36.3924,728.376,461.181,58.3661,741.096,199.366,935.546,209.51,313.076,491.053,19.7413,161.386,78.8159,44.8022,257.609,25.4072,133.344,323.111,27.619,182.762,
2.06667,238.429,1464.71,292.264,216.413,1316.78,305.789,215.004,1215.46,307.156,217.43,1130.6,302.865,182.279,1020.64,302.205,292.94,1530.33,273.819,327.186,1611.16,255.981,357.111,1785.64,228.069,319.675,1492.67,314.08,303.007,1471.11,450.114,312.983,1314.43,683.899,416.72,1297.66,913.248,447.531,1335.85,991.152,297.962,1488.3,230.962,228.939,1452.62,116.026,140.315,1302.57,105.189,164.954,1324.19,355.328,165.74,1360.61,439.882,245.907,911.882,366.172,348.192,459.763,544.078,250.249,54.207,695.891,386.588,37.0837,728.595,464.557,59.7517,740.615,202.996,932.255,193.911,319.459,487.116,7.35844,154.859,78.0606,44.5633,253.884,26.1531,130.881,320.203,29.4645,179.134,
2.08333,234.328,1460.97,279.257,214.605,1312.65,291.95,214.616,1211.31,292.817,218.242,1126.51,288.246,185.034,1015.95,287.73,288.134,1527.13,260.679,322.785,1607.57,241.866,354.564,1781.36,211.78,315.37,1489.97,300.473,301.274,1467.17,436.596,314.238,1316.11,673.901,417.813,1322.29,903.852,447.271,1366.12,979.267,292.9,1485.86,217.543,224.45,1449.84,102.369,136.803,1305.75,123.152,170.427,1351.36,368.983,174.718,1395.45,449.697,251.305,908.34,350.954,347.227,457.62,535.82,254.002,54.1826,696.015,390.299,37.3159,729.027,468.3,59.9823,740.844,206.258,928.023,179.16,327.034,483.592,6.33633,150.863,77.7551,43.4246,251.807,27.2103,128.317,318.403,31.4553,176.114,
2.1,230.953,1456.27,267.167,211.881,1307.81,279.264,212.552,1206.48,279.558,216.946,1121.73,274.552,185.87,1010.56,274.081,284.602,1522.38,247.949,319.933,1602.2,227.845,354.011,1775.11,195.327,312.3,1485.36,287.042,300.691,1461.69,423.251,314.761,1317.02,664.448,417.652,1345.03,893.081,447.289,1393.16,965.759,288.283,1481.72,204.525,220.467,1445.99,88.887,133.628,1308.08,140.773,176.377,1376.11,379.915,183.902,1427.6,455.865,255.504,904.123,335.664,348.723,455.888,527.811,255.348,55.792,696.097,391.496,36.8403,728.586,469.958,58.1917,739.791,206.958,923.493,164.789,332.6,480.08,19.9075,147.722,76.922,39.8944,249.567,27.6666,124.467,315.82,32.8018,172.652,
2.11667,227.787,1450.89,255.339,208.739,1302.42,267.27,209.8,1201.09,267.181,214.806,1116.4,261.832,185.853,1004.65,261.436,281.407,1516.77,235.255,317.106,1596.05,213.693,352.553,1768.16,178.493,309.556,1479.8,273.696,300.469,1455.64,410.011,314.456,1317.85,655.207,416.43,1365.22,881.042,447.395,1416.57,950.901,283.895,1476.5,191.661,217.068,1441,75.3768,130.594,1309.4,158.087,182.255,1397.95,388.595,192.979,1456.29,459.007,258.845,899.481,321.275,352.812,454.256,519.948,256.176,58.2881,695.979,391.942,35.8426,727.836,471.047,55.0414,738.385,206.685,918.438,151.423,337.743,476.66,33.4256,146.056,76.2073,36.5205,247.882,27.9513,121.69,313.392,33.7377,170.809,
2.13333,225.075,1445.09,243.728,204.989,1296.77,255.903,205.977,1195.44,255.632,211.345,1110.78,250.049,184.494,998.512,249.592,279.057,1510.38,222.748,315.123,1589.08,199.734,351.635,1760.39,161.823,307.385,1473.29,260.706,300.513,1449.11,397.146,313.429,1318.18,646.135,414.63,1382.42,868.117,446.932,1436.83,934.991,280.305,1470.26,179.118,214.475,1435.09,62.1683,127.789,1310.01,174.777,187.903,1416.64,395.365,201.41,1480.79,460.007,260.611,894.663,307.824,358.278,452.963,512.493,256.222,61.743,695.924,391.276,35.0598,727.542,471.029,51.6484,737.633,205.383,913.193,138.896,342.786,473.756,46.9241,145.51,76.2497,33.2877,246.603,28.1973,119.44,311.182,34.0957,169.763,
2.15,223.151,1438.86,232.316,201.275,1290.85,245.152,201.728,1189.51,244.951,207.083,1104.86,239.335,181.811,992.226,239.065,277.678,1503.35,210.286,313.921,1581.52,185.793,350.836,1752.13,145.206,306.114,1465.98,247.815,300.699,1442.2,384.392,312.05,1318.03,636.889,412.247,1396.91,854.56,445.925,1453.72,918.713,277.596,1463.16,166.712,212.558,1428.32,49.2212,125.283,1309.62,190.773,192.888,1431.94,400.798,209.258,1500.79,459.696,260.527,889.541,295.891,364.704,451.723,505.631,255.689,65.6828,695.905,389.795,33.9914,726.924,470.212,47.4691,736.366,202.31,907.423,127.9,347.431,471.49,60.2901,145.778,77.0794,30.4275,245.147,28.635,118.348,308.453,34.2499,170.295,
2.16667,221.693,1432.38,221.355,197.577,1284.81,235.182,197.225,1183.47,235.22,202.343,1098.8,229.672,178.309,985.894,229.624,276.848,1495.94,198.202,313.033,1573.67,172.279,349.619,1743.73,129.165,305.339,1458.18,235.376,300.849,1435.14,372.114,310.297,1317.46,627.781,409.663,1408.62,840.995,444.277,1467.65,902.597,275.446,1455.51,154.764,211.433,1420.84,36.6589,123.083,1308.27,205.877,197.123,1443.59,405.501,216.294,1516.12,458.867,259.2,884.188,285.141,371.773,450.584,499.253,255.458,69.8271,695.749,388.384,33.3513,726.592,469.299,43.7946,735.609,198.244,901.479,118.062,351.814,469.595,72.7417,147.122,78.1384,28.2602,244.351,28.9095,118.117,306.326,33.9669,171.699,
2.18333,220.965,1425.64,210.951,193.901,1278.72,226.127,192.301,1177.39,226.621,196.831,1092.67,221.299,173.539,979.612,221.549,276.992,1487.99,186.647,313.181,1565.26,159.347,349.392,1734.76,113.797,305.337,1449.73,223.6,301.213,1427.84,360.538,308.085,1316.68,619.185,406.918,1417.71,828.156,442.515,1478.72,887.206,274.235,1447.17,143.443,211.404,1412.61,24.6747,121.277,1305.96,219.874,200.706,1451.43,410.061,222.28,1526.82,458.318,256,878.606,276.023,377.923,449.38,493.811,254.653,73.7361,695.829,386.378,32.573,725.913,467.704,40.004,734.191,192.771,895.365,109.737,354.383,467.851,84.2427,149.378,78.403,25.7724,243.889,28.5151,118.129,304.221,33.0732,173.599,
2.2,220.536,1419.13,201.111,190.87,1272.89,217.877,188.137,1171.59,219.054,192.082,1086.81,214.157,169.204,973.672,214.987,277.244,1480.42,175.707,313.069,1557.4,147.141,347.956,1726.56,99.3358,305.492,1441.71,212.573,301.475,1421.22,349.729,305.777,1316.03,610.919,404.393,1424.31,816.332,440.442,1486.98,873.337,273.409,1439.07,132.806,211.75,1404.19,13.52,120.191,1302.71,232.695,203.734,1455.58,415.162,227.061,1533.03,459.139,252.811,873.252,268.794,383.833,448.441,489.931,255.088,75.6175,693.752,385.711,31.2154,724.036,467.197,36.5657,732.337,187.59,889.204,103.199,357.966,465.649,91.9658,150.741,78.5681,26.0741,243.884,27.9103,119.397,303.629,31.8565,175.545,
2.21667,220.308,1412.95,192.229,188.163,1267.4,210.494,184.348,1166.15,212.351,187.726,1081.33,207.892,165.11,968.138,209.202,277.673,1473.25,165.956,313.053,1550.06,136.401,346.337,1719.03,86.8185,305.741,1434.09,202.845,301.511,1414.99,340.196,303.33,1315.27,603.551,402.274,1428.59,806.064,438.467,1492.65,861.413,272.995,1431.35,123.351,213.14,1395.92,3.3096,120.112,1298.79,244.108,206.189,1456.2,421.469,230.691,1535.1,462.1,249.449,868.169,262.704,388.988,446.707,485.037,256.296,77.6478,693.132,386.16,30.3974,722.353,467.836,33.8373,729.754,183.024,883.425,97.5229,361.522,464.12,99.5522,153.496,78.8864,25.8238,245.082,27.531,120.3,304.109,30.9517,177.236,
2.23333,220.632,1406.93,184.079,186.163,1262.13,203.903,181.287,1160.94,206.554,184.065,1076.07,202.653,161.441,962.888,204.58,278.617,1466.3,157.044,313.534,1542.99,126.658,345.13,1711.84,75.5683,306.458,1426.75,194.073,301.509,1409.22,331.609,301.08,1314.51,596.811,400.69,1430.71,797.358,436.566,1495.83,851.667,273.269,1423.79,114.77,215.11,1387.63,5.88472,121.157,1294.07,254.324,208.132,1453.61,429.329,233.246,1533.26,468.078,246.103,863.239,258.17,392.779,444.979,481.952,257.21,77.4709,690.936,386.565,28.6153,719.775,468.304,30.9147,726.913,178.955,877.687,93.2086,364.502,462.033,105.091,154.47,78.9318,26.1304,244.855,26.9999,121.444,303.484,29.8961,178.818,
2.25,220.666,1401.55,176.675,184.257,1257.44,198.037,178.637,1156.31,201.455,181.118,1071.41,198.077,159.012,958.136,200.511,279.138,1460.09,148.908,313.523,1536.76,117.852,343.3,1705.59,65.6201,306.806,1420.25,186.102,301.188,1404.28,323.802,299.484,1313.69,590.438,399.698,1430.78,790.167,434.716,1496.61,844.169,273.222,1417,106.978,217.044,1379.84,14.3092,123.251,1288.43,263.608,209.703,1447.97,438.867,234.703,1527.75,477.426,244.453,859.164,254.119,396.297,443.714,479.683,259.099,77.6819,690.189,388.254,28.0287,718.554,470.041,29.7106,725.304,176.573,872.638,89.375,367.446,460.085,110.342,155.755,78.9694,26.3613,244.99,26.6728,122.555,303.209,29.1851,180.363,
